date,indicator,value,entity
2021-02-04,Weekly new hospital admissions,17156.0,United Kingdom
2021-02-05,Weekly new hospital admissions,16477.0,United Kingdom
2021-02-06,Weekly new hospital admissions,15900.0,United Kingdom
2021-02-07,Weekly new hospital admissions,15345.0,United Kingdom
2021-02-08,Weekly new hospital admissions,14663.0,United Kingdom
2021-02-09,Weekly new hospital admissions,13935.0,United Kingdom
2021-02-10,Weekly new hospital admissions,13301.0,United Kingdom
2021-02-11,Weekly new hospital admissions,12840.0,United Kingdom
2021-02-12,Weekly new hospital admissions,12342.0,United Kingdom
2021-02-13,Weekly new hospital admissions,11877.0,United Kingdom
2021-02-14,Weekly new hospital admissions,11560.0,United Kingdom
2021-02-15,Weekly new hospital admissions,11147.0,United Kingdom
2021-02-16,Weekly new hospital admissions,10887.0,United Kingdom
2021-02-17,Weekly new hospital admissions,10574.0,United Kingdom
2021-02-18,Weekly new hospital admissions,10234.0,United Kingdom
2021-02-19,Weekly new hospital admissions,9998.0,United Kingdom
2021-02-20,Weekly new hospital admissions,9664.0,United Kingdom
2021-02-21,Weekly new hospital admissions,9286.0,United Kingdom
2021-02-22,Weekly new hospital admissions,8899.0,United Kingdom
2021-02-23,Weekly new hospital admissions,8527.0,United Kingdom
2021-02-24,Weekly new hospital admissions,8135.0,United Kingdom
2021-02-25,Weekly new hospital admissions,7764.0,United Kingdom
2021-02-26,Weekly new hospital admissions,7354.0,United Kingdom
2021-02-27,Weekly new hospital admissions,7001.0,United Kingdom
2021-02-28,Weekly new hospital admissions,6614.0,United Kingdom
2021-03-01,Weekly new hospital admissions,6317.0,United Kingdom
2021-03-02,Weekly new hospital admissions,6029.0,United Kingdom
2021-03-03,Weekly new hospital admissions,5723.0,United Kingdom
2021-03-04,Weekly new hospital admissions,5458.0,United Kingdom
2021-03-05,Weekly new hospital admissions,5197.0,United Kingdom
2021-03-06,Weekly new hospital admissions,5094.0,United Kingdom
2021-03-07,Weekly new hospital admissions,4859.0,United Kingdom
2021-03-08,Weekly new hospital admissions,4614.0,United Kingdom
2021-03-09,Weekly new hospital admissions,4357.0,United Kingdom
2021-03-10,Weekly new hospital admissions,4208.0,United Kingdom
2021-03-11,Weekly new hospital admissions,4055.0,United Kingdom
2021-03-12,Weekly new hospital admissions,3937.0,United Kingdom
2021-03-13,Weekly new hospital admissions,3761.0,United Kingdom
2021-03-14,Weekly new hospital admissions,3655.0,United Kingdom
2021-03-15,Weekly new hospital admissions,3579.0,United Kingdom
2021-03-16,Weekly new hospital admissions,3441.0,United Kingdom
2021-03-17,Weekly new hospital admissions,3320.0,United Kingdom
2021-03-18,Weekly new hospital admissions,3219.0,United Kingdom
2021-03-19,Weekly new hospital admissions,3116.0,United Kingdom
2021-03-20,Weekly new hospital admissions,3017.0,United Kingdom
2021-03-21,Weekly new hospital admissions,2945.0,United Kingdom
2021-03-22,Weekly new hospital admissions,2804.0,United Kingdom
2021-03-23,Weekly new hospital admissions,2732.0,United Kingdom
2021-03-24,Weekly new hospital admissions,2636.0,United Kingdom
2021-03-25,Weekly new hospital admissions,2527.0,United Kingdom
2021-03-26,Weekly new hospital admissions,2444.0,United Kingdom
2021-03-27,Weekly new hospital admissions,2353.0,United Kingdom
2021-03-28,Weekly new hospital admissions,2267.0,United Kingdom
2021-03-29,Weekly new hospital admissions,2158.0,United Kingdom
2021-03-30,Weekly new hospital admissions,2047.0,United Kingdom
2021-03-31,Weekly new hospital admissions,1966.0,United Kingdom
2021-04-01,Weekly new hospital admissions,1858.0,United Kingdom
2021-04-02,Weekly new hospital admissions,1797.0,United Kingdom
2021-04-03,Weekly new hospital admissions,1747.0,United Kingdom
2021-04-04,Weekly new hospital admissions,1672.0,United Kingdom
2021-04-05,Weekly new hospital admissions,1658.0,United Kingdom
2021-04-06,Weekly new hospital admissions,1627.0,United Kingdom
2021-04-07,Weekly new hospital admissions,1593.0,United Kingdom
2021-04-08,Weekly new hospital admissions,1568.0,United Kingdom
2021-04-09,Weekly new hospital admissions,1537.0,United Kingdom
2021-04-10,Weekly new hospital admissions,1502.0,United Kingdom
2021-04-11,Weekly new hospital admissions,1510.0,United Kingdom
2021-04-12,Weekly new hospital admissions,1481.0,United Kingdom
2021-04-13,Weekly new hospital admissions,1437.0,United Kingdom
2021-04-14,Weekly new hospital admissions,1400.0,United Kingdom
2021-04-15,Weekly new hospital admissions,1354.0,United Kingdom
2021-04-16,Weekly new hospital admissions,1308.0,United Kingdom
2021-04-17,Weekly new hospital admissions,1279.0,United Kingdom
2021-04-18,Weekly new hospital admissions,1216.0,United Kingdom
2021-04-19,Weekly new hospital admissions,1186.0,United Kingdom
2021-04-20,Weekly new hospital admissions,1141.0,United Kingdom
2021-04-21,Weekly new hospital admissions,1115.0,United Kingdom
2021-04-22,Weekly new hospital admissions,1074.0,United Kingdom
2021-04-23,Weekly new hospital admissions,1068.0,United Kingdom
2021-04-24,Weekly new hospital admissions,1038.0,United Kingdom
2021-04-25,Weekly new hospital admissions,1034.0,United Kingdom
2021-04-26,Weekly new hospital admissions,990.0,United Kingdom
2021-04-27,Weekly new hospital admissions,1021.0,United Kingdom
2021-04-28,Weekly new hospital admissions,962.0,United Kingdom
2021-04-29,Weekly new hospital admissions,943.0,United Kingdom
2021-04-30,Weekly new hospital admissions,900.0,United Kingdom
2021-05-01,Weekly new hospital admissions,872.0,United Kingdom
2021-05-02,Weekly new hospital admissions,854.0,United Kingdom
2021-05-03,Weekly new hospital admissions,843.0,United Kingdom
2021-05-04,Weekly new hospital admissions,779.0,United Kingdom
2021-05-05,Weekly new hospital admissions,788.0,United Kingdom
2021-05-06,Weekly new hospital admissions,810.0,United Kingdom
2021-05-07,Weekly new hospital admissions,803.0,United Kingdom
2021-05-08,Weekly new hospital admissions,811.0,United Kingdom
2021-05-09,Weekly new hospital admissions,796.0,United Kingdom
2021-05-10,Weekly new hospital admissions,775.0,United Kingdom
2021-05-11,Weekly new hospital admissions,785.0,United Kingdom
2021-05-12,Weekly new hospital admissions,784.0,United Kingdom
2021-05-13,Weekly new hospital admissions,768.0,United Kingdom
2021-05-14,Weekly new hospital admissions,756.0,United Kingdom
2021-05-15,Weekly new hospital admissions,739.0,United Kingdom
2021-05-16,Weekly new hospital admissions,714.0,United Kingdom
2021-05-17,Weekly new hospital admissions,714.0,United Kingdom
2021-05-18,Weekly new hospital admissions,730.0,United Kingdom
2021-05-19,Weekly new hospital admissions,738.0,United Kingdom
2021-05-20,Weekly new hospital admissions,763.0,United Kingdom
2021-05-21,Weekly new hospital admissions,795.0,United Kingdom
2021-05-22,Weekly new hospital admissions,822.0,United Kingdom
2021-05-23,Weekly new hospital admissions,859.0,United Kingdom
2021-05-24,Weekly new hospital admissions,894.0,United Kingdom
2021-05-25,Weekly new hospital admissions,901.0,United Kingdom
2021-05-26,Weekly new hospital admissions,905.0,United Kingdom
2021-05-27,Weekly new hospital admissions,898.0,United Kingdom
2021-05-28,Weekly new hospital admissions,915.0,United Kingdom
2021-05-29,Weekly new hospital admissions,900.0,United Kingdom
2021-05-30,Weekly new hospital admissions,897.0,United Kingdom
2021-05-31,Weekly new hospital admissions,887.0,United Kingdom
2021-06-01,Weekly new hospital admissions,904.0,United Kingdom
2021-06-02,Weekly new hospital admissions,903.0,United Kingdom
2021-06-03,Weekly new hospital admissions,909.0,United Kingdom
2021-06-04,Weekly new hospital admissions,893.0,United Kingdom
2021-06-05,Weekly new hospital admissions,917.0,United Kingdom
2021-06-06,Weekly new hospital admissions,959.0,United Kingdom
2021-06-07,Weekly new hospital admissions,1006.0,United Kingdom
2021-06-08,Weekly new hospital admissions,1042.0,United Kingdom
2021-06-09,Weekly new hospital admissions,1104.0,United Kingdom
2021-06-10,Weekly new hospital admissions,1173.0,United Kingdom
2021-06-11,Weekly new hospital admissions,1226.0,United Kingdom
2021-06-12,Weekly new hospital admissions,1277.0,United Kingdom
2021-06-13,Weekly new hospital admissions,1345.0,United Kingdom
2021-06-14,Weekly new hospital admissions,1398.0,United Kingdom
2021-06-15,Weekly new hospital admissions,1440.0,United Kingdom
2021-06-16,Weekly new hospital admissions,1478.0,United Kingdom
2021-06-17,Weekly new hospital admissions,1520.0,United Kingdom
2021-06-18,Weekly new hospital admissions,1582.0,United Kingdom
2021-06-19,Weekly new hospital admissions,1618.0,United Kingdom
2021-06-20,Weekly new hospital admissions,1601.0,United Kingdom
2021-06-21,Weekly new hospital admissions,1604.0,United Kingdom
2021-06-22,Weekly new hospital admissions,1612.0,United Kingdom
2021-06-23,Weekly new hospital admissions,1659.0,United Kingdom
2021-06-24,Weekly new hospital admissions,1671.0,United Kingdom
2021-06-25,Weekly new hospital admissions,1690.0,United Kingdom
2021-06-26,Weekly new hospital admissions,1743.0,United Kingdom
2021-06-27,Weekly new hospital admissions,1809.0,United Kingdom
2021-06-28,Weekly new hospital admissions,1892.0,United Kingdom
2021-06-29,Weekly new hospital admissions,2018.0,United Kingdom
2021-06-30,Weekly new hospital admissions,2157.0,United Kingdom
2021-07-01,Weekly new hospital admissions,2274.0,United Kingdom
2021-07-02,Weekly new hospital admissions,2409.0,United Kingdom
2021-07-03,Weekly new hospital admissions,2534.0,United Kingdom
2021-07-04,Weekly new hospital admissions,2727.0,United Kingdom
2021-07-05,Weekly new hospital admissions,2930.0,United Kingdom
2021-07-06,Weekly new hospital admissions,3139.0,United Kingdom
2021-07-07,Weekly new hospital admissions,3290.0,United Kingdom
2021-07-08,Weekly new hospital admissions,3528.0,United Kingdom
2021-07-09,Weekly new hospital admissions,3695.0,United Kingdom
2021-07-10,Weekly new hospital admissions,3853.0,United Kingdom
2021-07-11,Weekly new hospital admissions,3981.0,United Kingdom
2021-07-12,Weekly new hospital admissions,4196.0,United Kingdom
2021-07-13,Weekly new hospital admissions,4372.0,United Kingdom
2021-07-14,Weekly new hospital admissions,4560.0,United Kingdom
2021-07-15,Weekly new hospital admissions,4724.0,United Kingdom
2021-07-16,Weekly new hospital admissions,4864.0,United Kingdom
2021-07-17,Weekly new hospital admissions,5023.0,United Kingdom
2021-07-18,Weekly new hospital admissions,5229.0,United Kingdom
2021-07-19,Weekly new hospital admissions,5375.0,United Kingdom
2021-07-20,Weekly new hospital admissions,5564.0,United Kingdom
2021-07-21,Weekly new hospital admissions,5738.0,United Kingdom
2021-07-22,Weekly new hospital admissions,5919.0,United Kingdom
2021-07-23,Weekly new hospital admissions,6085.0,United Kingdom
2021-07-24,Weekly new hospital admissions,6204.0,United Kingdom
2021-07-25,Weekly new hospital admissions,6348.0,United Kingdom
2021-07-26,Weekly new hospital admissions,6408.0,United Kingdom
2021-07-27,Weekly new hospital admissions,6388.0,United Kingdom
2021-07-28,Weekly new hospital admissions,6310.0,United Kingdom
2021-07-29,Weekly new hospital admissions,6194.0,United Kingdom
2021-07-30,Weekly new hospital admissions,6076.0,United Kingdom
2021-07-31,Weekly new hospital admissions,5924.0,United Kingdom
2021-08-01,Weekly new hospital admissions,5720.0,United Kingdom
2021-08-02,Weekly new hospital admissions,5570.0,United Kingdom
2021-08-03,Weekly new hospital admissions,5413.0,United Kingdom
2021-08-04,Weekly new hospital admissions,5398.0,United Kingdom
2021-08-05,Weekly new hospital admissions,5378.0,United Kingdom
2021-08-06,Weekly new hospital admissions,5411.0,United Kingdom
2021-08-07,Weekly new hospital admissions,5465.0,United Kingdom
2021-08-08,Weekly new hospital admissions,5469.0,United Kingdom
2021-08-09,Weekly new hospital admissions,5439.0,United Kingdom
2021-08-10,Weekly new hospital admissions,5569.0,United Kingdom
2021-08-11,Weekly new hospital admissions,5582.0,United Kingdom
2021-08-12,Weekly new hospital admissions,5623.0,United Kingdom
2021-08-13,Weekly new hospital admissions,5633.0,United Kingdom
2021-08-14,Weekly new hospital admissions,5693.0,United Kingdom
2021-08-15,Weekly new hospital admissions,5759.0,United Kingdom
2021-08-16,Weekly new hospital admissions,5874.0,United Kingdom
2021-08-17,Weekly new hospital admissions,5957.0,United Kingdom
2021-08-18,Weekly new hospital admissions,6019.0,United Kingdom
2021-08-19,Weekly new hospital admissions,6106.0,United Kingdom
2021-08-20,Weekly new hospital admissions,6186.0,United Kingdom
2021-08-21,Weekly new hospital admissions,6272.0,United Kingdom
2021-08-22,Weekly new hospital admissions,6295.0,United Kingdom
2021-08-23,Weekly new hospital admissions,6392.0,United Kingdom
2021-08-24,Weekly new hospital admissions,6416.0,United Kingdom
2021-08-25,Weekly new hospital admissions,6541.0,United Kingdom
2021-08-26,Weekly new hospital admissions,6553.0,United Kingdom
2021-08-27,Weekly new hospital admissions,6624.0,United Kingdom
2021-08-28,Weekly new hospital admissions,6610.0,United Kingdom
2021-08-29,Weekly new hospital admissions,6635.0,United Kingdom
2021-08-30,Weekly new hospital admissions,6670.0,United Kingdom
2021-08-31,Weekly new hospital admissions,6674.0,United Kingdom
2021-09-01,Weekly new hospital admissions,6719.0,United Kingdom
2021-09-02,Weekly new hospital admissions,6761.0,United Kingdom
2021-09-03,Weekly new hospital admissions,6746.0,United Kingdom
2021-09-04,Weekly new hospital admissions,6836.0,United Kingdom
2021-09-05,Weekly new hospital admissions,6856.0,United Kingdom
2021-09-06,Weekly new hospital admissions,6931.0,United Kingdom
2021-09-07,Weekly new hospital admissions,7033.0,United Kingdom
2021-09-08,Weekly new hospital admissions,7118.0,United Kingdom
2021-09-09,Weekly new hospital admissions,7154.0,United Kingdom
2021-09-10,Weekly new hospital admissions,7150.0,United Kingdom
2021-09-11,Weekly new hospital admissions,7047.0,United Kingdom
2021-09-12,Weekly new hospital admissions,7035.0,United Kingdom
2021-09-13,Weekly new hospital admissions,6896.0,United Kingdom
2021-09-14,Weekly new hospital admissions,6742.0,United Kingdom
2021-09-15,Weekly new hospital admissions,6523.0,United Kingdom
2021-09-16,Weekly new hospital admissions,6382.0,United Kingdom
2021-09-17,Weekly new hospital admissions,6213.0,United Kingdom
2021-09-18,Weekly new hospital admissions,6123.0,United Kingdom
2021-09-19,Weekly new hospital admissions,5990.0,United Kingdom
2021-09-20,Weekly new hospital admissions,5861.0,United Kingdom
2021-09-21,Weekly new hospital admissions,5714.0,United Kingdom
2021-09-22,Weekly new hospital admissions,5518.0,United Kingdom
2021-09-23,Weekly new hospital admissions,5405.0,United Kingdom
2021-09-24,Weekly new hospital admissions,5381.0,United Kingdom
2021-09-25,Weekly new hospital admissions,5297.0,United Kingdom
2021-09-26,Weekly new hospital admissions,5237.0,United Kingdom
2021-09-27,Weekly new hospital admissions,5209.0,United Kingdom
2021-09-28,Weekly new hospital admissions,5186.0,United Kingdom
2021-09-29,Weekly new hospital admissions,5248.0,United Kingdom
2021-09-30,Weekly new hospital admissions,5174.0,United Kingdom
2021-10-01,Weekly new hospital admissions,5138.0,United Kingdom
2021-10-02,Weekly new hospital admissions,5159.0,United Kingdom
2021-10-03,Weekly new hospital admissions,5206.0,United Kingdom
2021-10-04,Weekly new hospital admissions,5237.0,United Kingdom
2021-10-05,Weekly new hospital admissions,5293.0,United Kingdom
2021-10-06,Weekly new hospital admissions,5260.0,United Kingdom
2021-10-07,Weekly new hospital admissions,5373.0,United Kingdom
2021-10-08,Weekly new hospital admissions,5467.0,United Kingdom
2021-10-09,Weekly new hospital admissions,5543.0,United Kingdom
2021-10-10,Weekly new hospital admissions,5557.0,United Kingdom
2021-10-11,Weekly new hospital admissions,5593.0,United Kingdom
2021-10-12,Weekly new hospital admissions,5703.0,United Kingdom
2021-10-13,Weekly new hospital admissions,5852.0,United Kingdom
2021-10-14,Weekly new hospital admissions,5950.0,United Kingdom
2021-10-15,Weekly new hospital admissions,6118.0,United Kingdom
2021-10-16,Weekly new hospital admissions,6233.0,United Kingdom
2021-10-17,Weekly new hospital admissions,6477.0,United Kingdom
2021-10-18,Weekly new hospital admissions,6718.0,United Kingdom
2021-10-19,Weekly new hospital admissions,6882.0,United Kingdom
2021-10-20,Weekly new hospital admissions,7067.0,United Kingdom
2021-10-21,Weekly new hospital admissions,7136.0,United Kingdom
2021-10-22,Weekly new hospital admissions,7126.0,United Kingdom
2021-10-23,Weekly new hospital admissions,7157.0,United Kingdom
2021-10-24,Weekly new hospital admissions,7151.0,United Kingdom
2021-10-25,Weekly new hospital admissions,7130.0,United Kingdom
2021-10-26,Weekly new hospital admissions,7140.0,United Kingdom
2021-10-27,Weekly new hospital admissions,7189.0,United Kingdom
2021-10-28,Weekly new hospital admissions,7283.0,United Kingdom
2021-10-29,Weekly new hospital admissions,7369.0,United Kingdom
2021-10-30,Weekly new hospital admissions,7356.0,United Kingdom
2021-10-31,Weekly new hospital admissions,7393.0,United Kingdom
2021-11-01,Weekly new hospital admissions,7422.0,United Kingdom
2021-11-02,Weekly new hospital admissions,7385.0,United Kingdom
2021-11-03,Weekly new hospital admissions,7206.0,United Kingdom
2021-11-04,Weekly new hospital admissions,7009.0,United Kingdom
2021-11-05,Weekly new hospital admissions,6836.0,United Kingdom
2021-11-06,Weekly new hospital admissions,6759.0,United Kingdom
2021-11-07,Weekly new hospital admissions,6640.0,United Kingdom
2021-11-08,Weekly new hospital admissions,6559.0,United Kingdom
2021-11-09,Weekly new hospital admissions,6470.0,United Kingdom
2021-11-10,Weekly new hospital admissions,6471.0,United Kingdom
2021-11-11,Weekly new hospital admissions,6547.0,United Kingdom
2021-11-12,Weekly new hospital admissions,6583.0,United Kingdom
2021-11-13,Weekly new hospital admissions,6530.0,United Kingdom
2021-11-14,Weekly new hospital admissions,6447.0,United Kingdom
2021-11-15,Weekly new hospital admissions,6267.0,United Kingdom
2021-11-16,Weekly new hospital admissions,6175.0,United Kingdom
2021-11-17,Weekly new hospital admissions,6054.0,United Kingdom
2021-11-18,Weekly new hospital admissions,5934.0,United Kingdom
2021-11-19,Weekly new hospital admissions,5813.0,United Kingdom
2021-11-20,Weekly new hospital admissions,5772.0,United Kingdom
2021-11-21,Weekly new hospital admissions,5720.0,United Kingdom
2021-11-22,Weekly new hospital admissions,5626.0,United Kingdom
2021-11-23,Weekly new hospital admissions,5509.0,United Kingdom
2021-11-24,Weekly new hospital admissions,5561.0,United Kingdom
2021-11-25,Weekly new hospital admissions,5495.0,United Kingdom
2021-11-26,Weekly new hospital admissions,5452.0,United Kingdom
2021-11-27,Weekly new hospital admissions,5433.0,United Kingdom
2021-11-28,Weekly new hospital admissions,5391.0,United Kingdom
2021-11-29,Weekly new hospital admissions,5456.0,United Kingdom
2021-11-30,Weekly new hospital admissions,5510.0,United Kingdom
2021-12-01,Weekly new hospital admissions,5417.0,United Kingdom
2021-12-02,Weekly new hospital admissions,5482.0,United Kingdom
2021-12-03,Weekly new hospital admissions,5483.0,United Kingdom
2021-12-04,Weekly new hospital admissions,5516.0,United Kingdom
2021-12-05,Weekly new hospital admissions,5648.0,United Kingdom
2021-12-06,Weekly new hospital admissions,5708.0,United Kingdom
2021-12-07,Weekly new hospital admissions,5808.0,United Kingdom
2021-12-08,Weekly new hospital admissions,5872.0,United Kingdom
2021-12-09,Weekly new hospital admissions,5985.0,United Kingdom
2021-12-10,Weekly new hospital admissions,6073.0,United Kingdom
2021-12-11,Weekly new hospital admissions,6114.0,United Kingdom
2021-12-12,Weekly new hospital admissions,6136.0,United Kingdom
2021-12-13,Weekly new hospital admissions,6189.0,United Kingdom
2021-12-14,Weekly new hospital admissions,6199.0,United Kingdom
2021-12-15,Weekly new hospital admissions,6264.0,United Kingdom
2021-12-16,Weekly new hospital admissions,6234.0,United Kingdom
2021-12-17,Weekly new hospital admissions,6297.0,United Kingdom
2021-12-18,Weekly new hospital admissions,6341.0,United Kingdom
2021-12-19,Weekly new hospital admissions,6491.0,United Kingdom
2021-12-20,Weekly new hospital admissions,6785.0,United Kingdom
2021-12-21,Weekly new hospital admissions,7089.0,United Kingdom
2021-12-22,Weekly new hospital admissions,7548.0,United Kingdom
2021-12-23,Weekly new hospital admissions,8024.0,United Kingdom
2021-12-24,Weekly new hospital admissions,8326.0,United Kingdom
2021-12-25,Weekly new hospital admissions,8902.0,United Kingdom
2021-12-26,Weekly new hospital admissions,9430.0,United Kingdom
2021-12-27,Weekly new hospital admissions,10171.0,United Kingdom
2021-12-28,Weekly new hospital admissions,11219.0,United Kingdom
2021-12-29,Weekly new hospital admissions,12421.0,United Kingdom
2021-12-30,Weekly new hospital admissions,13412.0,United Kingdom
2021-12-31,Weekly new hospital admissions,14320.0,United Kingdom
2022-01-01,Weekly new hospital admissions,14977.0,United Kingdom
2022-01-02,Weekly new hospital admissions,15545.0,United Kingdom
2022-01-03,Weekly new hospital admissions,16048.0,United Kingdom
2022-01-04,Weekly new hospital admissions,16130.0,United Kingdom
2022-01-05,Weekly new hospital admissions,15907.0,United Kingdom
2022-01-06,Weekly new hospital admissions,15845.0,United Kingdom
2022-01-07,Weekly new hospital admissions,15783.0,United Kingdom
2022-01-08,Weekly new hospital admissions,15803.0,United Kingdom
2022-01-09,Weekly new hospital admissions,15902.0,United Kingdom
2022-01-10,Weekly new hospital admissions,15884.0,United Kingdom
2022-01-11,Weekly new hospital admissions,15897.0,United Kingdom
2022-01-12,Weekly new hospital admissions,15696.0,United Kingdom
2022-01-13,Weekly new hospital admissions,15517.0,United Kingdom
2022-01-14,Weekly new hospital admissions,15413.0,United Kingdom
2022-01-15,Weekly new hospital admissions,15107.0,United Kingdom
2022-01-16,Weekly new hospital admissions,14824.0,United Kingdom
2022-01-17,Weekly new hospital admissions,14390.0,United Kingdom
2022-01-18,Weekly new hospital admissions,13986.0,United Kingdom
2022-01-19,Weekly new hospital admissions,13775.0,United Kingdom
2022-01-20,Weekly new hospital admissions,13519.0,United Kingdom
2022-01-21,Weekly new hospital admissions,13247.0,United Kingdom
2022-01-22,Weekly new hospital admissions,12893.0,United Kingdom
2022-01-23,Weekly new hospital admissions,12638.0,United Kingdom
2022-01-24,Weekly new hospital admissions,12392.0,United Kingdom
2022-01-25,Weekly new hospital admissions,12282.0,United Kingdom
2022-01-26,Weekly new hospital admissions,12153.0,United Kingdom
2022-01-27,Weekly new hospital admissions,11915.0,United Kingdom
2022-01-28,Weekly new hospital admissions,11769.0,United Kingdom
2022-01-29,Weekly new hospital admissions,11769.0,United Kingdom
2022-01-30,Weekly new hospital admissions,11512.0,United Kingdom
2022-01-31,Weekly new hospital admissions,11377.0,United Kingdom
2022-02-01,Weekly new hospital admissions,11230.0,United Kingdom
2022-02-02,Weekly new hospital admissions,10998.0,United Kingdom
2022-02-03,Weekly new hospital admissions,10800.0,United Kingdom
2022-02-04,Weekly new hospital admissions,10676.0,United Kingdom
2022-02-05,Weekly new hospital admissions,10463.0,United Kingdom
2022-02-06,Weekly new hospital admissions,10377.0,United Kingdom
2022-02-07,Weekly new hospital admissions,10159.0,United Kingdom
2022-02-08,Weekly new hospital admissions,9865.0,United Kingdom
2022-02-09,Weekly new hospital admissions,9642.0,United Kingdom
2022-02-10,Weekly new hospital admissions,9499.0,United Kingdom
2022-02-11,Weekly new hospital admissions,9254.0,United Kingdom
2022-02-12,Weekly new hospital admissions,9152.0,United Kingdom
2022-02-13,Weekly new hospital admissions,8977.0,United Kingdom
2022-02-14,Weekly new hospital admissions,8878.0,United Kingdom
2022-02-15,Weekly new hospital admissions,8750.0,United Kingdom
2022-02-16,Weekly new hospital admissions,8664.0,United Kingdom
2022-02-17,Weekly new hospital admissions,8471.0,United Kingdom
2022-02-18,Weekly new hospital admissions,8382.0,United Kingdom
2022-02-19,Weekly new hospital admissions,8245.0,United Kingdom
2022-02-20,Weekly new hospital admissions,8173.0,United Kingdom
