date,indicator,value,entity
2020-06-28,Weekly new hospital admissions,308.0,Germany
2020-06-29,Weekly new hospital admissions,296.0,Germany
2020-06-30,Weekly new hospital admissions,303.0,Germany
2020-07-01,Weekly new hospital admissions,291.0,Germany
2020-07-02,Weekly new hospital admissions,280.0,Germany
2020-07-03,Weekly new hospital admissions,269.0,Germany
2020-07-04,Weekly new hospital admissions,264.0,Germany
2020-07-05,Weekly new hospital admissions,263.0,Germany
2020-07-06,Weekly new hospital admissions,263.0,Germany
2020-07-07,Weekly new hospital admissions,255.0,Germany
2020-07-08,Weekly new hospital admissions,250.0,Germany
2020-07-09,Weekly new hospital admissions,266.0,Germany
2020-07-10,Weekly new hospital admissions,259.0,Germany
2020-07-11,Weekly new hospital admissions,249.0,Germany
2020-07-12,Weekly new hospital admissions,256.0,Germany
2020-07-13,Weekly new hospital admissions,257.0,Germany
2020-07-14,Weekly new hospital admissions,261.0,Germany
2020-07-15,Weekly new hospital admissions,263.0,Germany
2020-07-16,Weekly new hospital admissions,272.0,Germany
2020-07-17,Weekly new hospital admissions,292.0,Germany
2020-07-18,Weekly new hospital admissions,309.0,Germany
2020-07-19,Weekly new hospital admissions,313.0,Germany
2020-07-20,Weekly new hospital admissions,322.0,Germany
2020-07-21,Weekly new hospital admissions,330.0,Germany
2020-07-22,Weekly new hospital admissions,342.0,Germany
2020-07-23,Weekly new hospital admissions,341.0,Germany
2020-07-24,Weekly new hospital admissions,330.0,Germany
2020-07-25,Weekly new hospital admissions,333.0,Germany
2020-07-26,Weekly new hospital admissions,346.0,Germany
2020-07-27,Weekly new hospital admissions,335.0,Germany
2020-07-28,Weekly new hospital admissions,343.0,Germany
2020-07-29,Weekly new hospital admissions,348.0,Germany
2020-07-30,Weekly new hospital admissions,358.0,Germany
2020-07-31,Weekly new hospital admissions,370.0,Germany
2020-08-01,Weekly new hospital admissions,370.0,Germany
2020-08-02,Weekly new hospital admissions,365.0,Germany
2020-08-03,Weekly new hospital admissions,386.0,Germany
2020-08-04,Weekly new hospital admissions,386.0,Germany
2020-08-05,Weekly new hospital admissions,411.0,Germany
2020-08-06,Weekly new hospital admissions,404.0,Germany
2020-08-07,Weekly new hospital admissions,403.0,Germany
2020-08-08,Weekly new hospital admissions,413.0,Germany
2020-08-09,Weekly new hospital admissions,419.0,Germany
2020-08-10,Weekly new hospital admissions,405.0,Germany
2020-08-11,Weekly new hospital admissions,425.0,Germany
2020-08-12,Weekly new hospital admissions,405.0,Germany
2020-08-13,Weekly new hospital admissions,422.0,Germany
2020-08-14,Weekly new hospital admissions,440.0,Germany
2020-08-15,Weekly new hospital admissions,447.0,Germany
2020-08-16,Weekly new hospital admissions,436.0,Germany
2020-08-17,Weekly new hospital admissions,446.0,Germany
2020-08-18,Weekly new hospital admissions,446.0,Germany
2020-08-19,Weekly new hospital admissions,456.0,Germany
2020-08-20,Weekly new hospital admissions,444.0,Germany
2020-08-21,Weekly new hospital admissions,442.0,Germany
2020-08-22,Weekly new hospital admissions,441.0,Germany
2020-08-23,Weekly new hospital admissions,449.0,Germany
2020-08-24,Weekly new hospital admissions,438.0,Germany
2020-08-25,Weekly new hospital admissions,428.0,Germany
2020-08-26,Weekly new hospital admissions,414.0,Germany
2020-08-27,Weekly new hospital admissions,399.0,Germany
2020-08-28,Weekly new hospital admissions,395.0,Germany
2020-08-29,Weekly new hospital admissions,380.0,Germany
2020-08-30,Weekly new hospital admissions,369.0,Germany
2020-08-31,Weekly new hospital admissions,373.0,Germany
2020-09-01,Weekly new hospital admissions,367.0,Germany
2020-09-02,Weekly new hospital admissions,377.0,Germany
2020-09-03,Weekly new hospital admissions,377.0,Germany
2020-09-04,Weekly new hospital admissions,373.0,Germany
2020-09-05,Weekly new hospital admissions,380.0,Germany
2020-09-06,Weekly new hospital admissions,401.0,Germany
2020-09-07,Weekly new hospital admissions,407.0,Germany
2020-09-08,Weekly new hospital admissions,406.0,Germany
2020-09-09,Weekly new hospital admissions,405.0,Germany
2020-09-10,Weekly new hospital admissions,429.0,Germany
2020-09-11,Weekly new hospital admissions,447.0,Germany
2020-09-12,Weekly new hospital admissions,450.0,Germany
2020-09-13,Weekly new hospital admissions,458.0,Germany
2020-09-14,Weekly new hospital admissions,476.0,Germany
2020-09-15,Weekly new hospital admissions,506.0,Germany
2020-09-16,Weekly new hospital admissions,552.0,Germany
2020-09-17,Weekly new hospital admissions,583.0,Germany
2020-09-18,Weekly new hospital admissions,642.0,Germany
2020-09-19,Weekly new hospital admissions,688.0,Germany
2020-09-20,Weekly new hospital admissions,685.0,Germany
2020-09-21,Weekly new hospital admissions,686.0,Germany
2020-09-22,Weekly new hospital admissions,714.0,Germany
2020-09-23,Weekly new hospital admissions,709.0,Germany
2020-09-24,Weekly new hospital admissions,743.0,Germany
2020-09-25,Weekly new hospital admissions,752.0,Germany
2020-09-26,Weekly new hospital admissions,746.0,Germany
2020-09-27,Weekly new hospital admissions,775.0,Germany
2020-09-28,Weekly new hospital admissions,782.0,Germany
2020-09-29,Weekly new hospital admissions,793.0,Germany
2020-09-30,Weekly new hospital admissions,822.0,Germany
2020-10-01,Weekly new hospital admissions,833.0,Germany
2020-10-02,Weekly new hospital admissions,827.0,Germany
2020-10-03,Weekly new hospital admissions,850.0,Germany
2020-10-04,Weekly new hospital admissions,880.0,Germany
2020-10-05,Weekly new hospital admissions,890.0,Germany
2020-10-06,Weekly new hospital admissions,961.0,Germany
2020-10-07,Weekly new hospital admissions,1069.0,Germany
2020-10-08,Weekly new hospital admissions,1210.0,Germany
2020-10-09,Weekly new hospital admissions,1349.0,Germany
2020-10-10,Weekly new hospital admissions,1482.0,Germany
2020-10-11,Weekly new hospital admissions,1560.0,Germany
2020-10-12,Weekly new hospital admissions,1616.0,Germany
2020-10-13,Weekly new hospital admissions,1725.0,Germany
2020-10-14,Weekly new hospital admissions,1783.0,Germany
2020-10-15,Weekly new hospital admissions,1889.0,Germany
2020-10-16,Weekly new hospital admissions,2024.0,Germany
2020-10-17,Weekly new hospital admissions,2174.0,Germany
2020-10-18,Weekly new hospital admissions,2257.0,Germany
2020-10-19,Weekly new hospital admissions,2358.0,Germany
2020-10-20,Weekly new hospital admissions,2525.0,Germany
2020-10-21,Weekly new hospital admissions,2792.0,Germany
2020-10-22,Weekly new hospital admissions,3097.0,Germany
2020-10-23,Weekly new hospital admissions,3405.0,Germany
2020-10-24,Weekly new hospital admissions,3703.0,Germany
2020-10-25,Weekly new hospital admissions,3979.0,Germany
2020-10-26,Weekly new hospital admissions,4170.0,Germany
2020-10-27,Weekly new hospital admissions,4501.0,Germany
2020-10-28,Weekly new hospital admissions,4851.0,Germany
2020-10-29,Weekly new hospital admissions,5134.0,Germany
2020-10-30,Weekly new hospital admissions,5380.0,Germany
2020-10-31,Weekly new hospital admissions,5671.0,Germany
2020-11-01,Weekly new hospital admissions,5837.0,Germany
2020-11-02,Weekly new hospital admissions,6002.0,Germany
2020-11-03,Weekly new hospital admissions,6249.0,Germany
2020-11-04,Weekly new hospital admissions,6490.0,Germany
2020-11-05,Weekly new hospital admissions,6631.0,Germany
2020-11-06,Weekly new hospital admissions,6811.0,Germany
2020-11-07,Weekly new hospital admissions,6867.0,Germany
2020-11-08,Weekly new hospital admissions,6896.0,Germany
2020-11-09,Weekly new hospital admissions,6919.0,Germany
2020-11-10,Weekly new hospital admissions,6916.0,Germany
2020-11-11,Weekly new hospital admissions,6911.0,Germany
2020-11-12,Weekly new hospital admissions,7050.0,Germany
2020-11-13,Weekly new hospital admissions,7250.0,Germany
2020-11-14,Weekly new hospital admissions,7435.0,Germany
2020-11-15,Weekly new hospital admissions,7628.0,Germany
2020-11-16,Weekly new hospital admissions,7620.0,Germany
2020-11-17,Weekly new hospital admissions,7755.0,Germany
2020-11-18,Weekly new hospital admissions,8072.0,Germany
2020-11-19,Weekly new hospital admissions,8113.0,Germany
2020-11-20,Weekly new hospital admissions,8159.0,Germany
2020-11-21,Weekly new hospital admissions,8223.0,Germany
2020-11-22,Weekly new hospital admissions,8122.0,Germany
2020-11-23,Weekly new hospital admissions,8173.0,Germany
2020-11-24,Weekly new hospital admissions,8268.0,Germany
2020-11-25,Weekly new hospital admissions,8177.0,Germany
2020-11-26,Weekly new hospital admissions,8331.0,Germany
2020-11-27,Weekly new hospital admissions,8320.0,Germany
2020-11-28,Weekly new hospital admissions,8301.0,Germany
2020-11-29,Weekly new hospital admissions,8402.0,Germany
2020-11-30,Weekly new hospital admissions,8397.0,Germany
2020-12-01,Weekly new hospital admissions,8374.0,Germany
2020-12-02,Weekly new hospital admissions,8501.0,Germany
2020-12-03,Weekly new hospital admissions,8590.0,Germany
2020-12-04,Weekly new hospital admissions,8876.0,Germany
2020-12-05,Weekly new hospital admissions,9101.0,Germany
2020-12-06,Weekly new hospital admissions,9140.0,Germany
2020-12-07,Weekly new hospital admissions,9254.0,Germany
2020-12-08,Weekly new hospital admissions,9521.0,Germany
2020-12-09,Weekly new hospital admissions,9846.0,Germany
2020-12-10,Weekly new hospital admissions,10183.0,Germany
2020-12-11,Weekly new hospital admissions,10515.0,Germany
2020-12-12,Weekly new hospital admissions,10812.0,Germany
2020-12-13,Weekly new hospital admissions,11162.0,Germany
2020-12-14,Weekly new hospital admissions,11344.0,Germany
2020-12-15,Weekly new hospital admissions,11574.0,Germany
2020-12-16,Weekly new hospital admissions,11871.0,Germany
2020-12-17,Weekly new hospital admissions,12129.0,Germany
2020-12-18,Weekly new hospital admissions,12270.0,Germany
2020-12-19,Weekly new hospital admissions,12548.0,Germany
2020-12-20,Weekly new hospital admissions,12601.0,Germany
2020-12-21,Weekly new hospital admissions,12650.0,Germany
2020-12-22,Weekly new hospital admissions,12728.0,Germany
2020-12-23,Weekly new hospital admissions,12942.0,Germany
2020-12-24,Weekly new hospital admissions,13092.0,Germany
2020-12-25,Weekly new hospital admissions,12249.0,Germany
2020-12-26,Weekly new hospital admissions,11153.0,Germany
2020-12-27,Weekly new hospital admissions,10965.0,Germany
2020-12-28,Weekly new hospital admissions,11112.0,Germany
2020-12-29,Weekly new hospital admissions,11142.0,Germany
2020-12-30,Weekly new hospital admissions,11334.0,Germany
2020-12-31,Weekly new hospital admissions,11204.0,Germany
2021-01-01,Weekly new hospital admissions,11299.0,Germany
2021-01-02,Weekly new hospital admissions,11184.0,Germany
2021-01-03,Weekly new hospital admissions,11139.0,Germany
2021-01-04,Weekly new hospital admissions,11056.0,Germany
2021-01-05,Weekly new hospital admissions,10893.0,Germany
2021-01-06,Weekly new hospital admissions,10522.0,Germany
2021-01-07,Weekly new hospital admissions,10190.0,Germany
2021-01-08,Weekly new hospital admissions,10704.0,Germany
2021-01-09,Weekly new hospital admissions,11623.0,Germany
2021-01-10,Weekly new hospital admissions,11601.0,Germany
2021-01-11,Weekly new hospital admissions,11255.0,Germany
2021-01-12,Weekly new hospital admissions,11001.0,Germany
2021-01-13,Weekly new hospital admissions,10715.0,Germany
2021-01-14,Weekly new hospital admissions,10599.0,Germany
2021-01-15,Weekly new hospital admissions,10373.0,Germany
2021-01-16,Weekly new hospital admissions,10122.0,Germany
2021-01-17,Weekly new hospital admissions,10008.0,Germany
2021-01-18,Weekly new hospital admissions,9981.0,Germany
2021-01-19,Weekly new hospital admissions,9766.0,Germany
2021-01-20,Weekly new hospital admissions,9583.0,Germany
2021-01-21,Weekly new hospital admissions,9516.0,Germany
2021-01-22,Weekly new hospital admissions,9304.0,Germany
2021-01-23,Weekly new hospital admissions,9096.0,Germany
2021-01-24,Weekly new hospital admissions,9068.0,Germany
2021-01-25,Weekly new hospital admissions,8926.0,Germany
2021-01-26,Weekly new hospital admissions,8809.0,Germany
2021-01-27,Weekly new hospital admissions,8520.0,Germany
2021-01-28,Weekly new hospital admissions,8339.0,Germany
2021-01-29,Weekly new hospital admissions,8109.0,Germany
2021-01-30,Weekly new hospital admissions,7899.0,Germany
2021-01-31,Weekly new hospital admissions,7652.0,Germany
2021-02-01,Weekly new hospital admissions,7571.0,Germany
2021-02-02,Weekly new hospital admissions,7397.0,Germany
2021-02-03,Weekly new hospital admissions,7224.0,Germany
2021-02-04,Weekly new hospital admissions,6943.0,Germany
2021-02-05,Weekly new hospital admissions,6862.0,Germany
2021-02-06,Weekly new hospital admissions,6669.0,Germany
2021-02-07,Weekly new hospital admissions,6603.0,Germany
2021-02-08,Weekly new hospital admissions,6511.0,Germany
2021-02-09,Weekly new hospital admissions,6295.0,Germany
2021-02-10,Weekly new hospital admissions,6005.0,Germany
2021-02-11,Weekly new hospital admissions,5814.0,Germany
2021-02-12,Weekly new hospital admissions,5516.0,Germany
2021-02-13,Weekly new hospital admissions,5387.0,Germany
2021-02-14,Weekly new hospital admissions,5217.0,Germany
2021-02-15,Weekly new hospital admissions,5238.0,Germany
2021-02-16,Weekly new hospital admissions,5191.0,Germany
2021-02-17,Weekly new hospital admissions,5216.0,Germany
2021-02-18,Weekly new hospital admissions,5128.0,Germany
2021-02-19,Weekly new hospital admissions,5153.0,Germany
2021-02-20,Weekly new hospital admissions,5092.0,Germany
2021-02-21,Weekly new hospital admissions,5205.0,Germany
2021-02-22,Weekly new hospital admissions,5153.0,Germany
2021-02-23,Weekly new hospital admissions,5137.0,Germany
2021-02-24,Weekly new hospital admissions,5075.0,Germany
2021-02-25,Weekly new hospital admissions,5068.0,Germany
2021-02-26,Weekly new hospital admissions,4986.0,Germany
2021-02-27,Weekly new hospital admissions,4963.0,Germany
2021-02-28,Weekly new hospital admissions,4908.0,Germany
2021-03-01,Weekly new hospital admissions,4854.0,Germany
2021-03-02,Weekly new hospital admissions,4801.0,Germany
2021-03-03,Weekly new hospital admissions,4749.0,Germany
2021-03-04,Weekly new hospital admissions,4646.0,Germany
2021-03-05,Weekly new hospital admissions,4541.0,Germany
2021-03-06,Weekly new hospital admissions,4480.0,Germany
2021-03-07,Weekly new hospital admissions,4463.0,Germany
2021-03-08,Weekly new hospital admissions,4446.0,Germany
2021-03-09,Weekly new hospital admissions,4388.0,Germany
2021-03-10,Weekly new hospital admissions,4408.0,Germany
2021-03-11,Weekly new hospital admissions,4445.0,Germany
2021-03-12,Weekly new hospital admissions,4613.0,Germany
2021-03-13,Weekly new hospital admissions,4704.0,Germany
2021-03-14,Weekly new hospital admissions,4808.0,Germany
2021-03-15,Weekly new hospital admissions,4919.0,Germany
2021-03-16,Weekly new hospital admissions,5061.0,Germany
2021-03-17,Weekly new hospital admissions,5231.0,Germany
2021-03-18,Weekly new hospital admissions,5380.0,Germany
2021-03-19,Weekly new hospital admissions,5489.0,Germany
2021-03-20,Weekly new hospital admissions,5674.0,Germany
2021-03-21,Weekly new hospital admissions,5710.0,Germany
2021-03-22,Weekly new hospital admissions,5797.0,Germany
2021-03-23,Weekly new hospital admissions,5909.0,Germany
2021-03-24,Weekly new hospital admissions,6063.0,Germany
2021-03-25,Weekly new hospital admissions,6318.0,Germany
2021-03-26,Weekly new hospital admissions,6511.0,Germany
2021-03-27,Weekly new hospital admissions,6678.0,Germany
2021-03-28,Weekly new hospital admissions,6835.0,Germany
2021-03-29,Weekly new hospital admissions,6901.0,Germany
2021-03-30,Weekly new hospital admissions,7046.0,Germany
2021-03-31,Weekly new hospital admissions,7134.0,Germany
2021-04-01,Weekly new hospital admissions,7228.0,Germany
2021-04-02,Weekly new hospital admissions,7251.0,Germany
2021-04-03,Weekly new hospital admissions,7015.0,Germany
2021-04-04,Weekly new hospital admissions,6935.0,Germany
2021-04-05,Weekly new hospital admissions,6958.0,Germany
2021-04-06,Weekly new hospital admissions,6715.0,Germany
2021-04-07,Weekly new hospital admissions,6551.0,Germany
2021-04-08,Weekly new hospital admissions,6770.0,Germany
2021-04-09,Weekly new hospital admissions,6980.0,Germany
2021-04-10,Weekly new hospital admissions,7397.0,Germany
2021-04-11,Weekly new hospital admissions,7537.0,Germany
2021-04-12,Weekly new hospital admissions,7616.0,Germany
2021-04-13,Weekly new hospital admissions,7953.0,Germany
2021-04-14,Weekly new hospital admissions,8254.0,Germany
2021-04-15,Weekly new hospital admissions,8102.0,Germany
2021-04-16,Weekly new hospital admissions,7961.0,Germany
2021-04-17,Weekly new hospital admissions,7873.0,Germany
2021-04-18,Weekly new hospital admissions,7860.0,Germany
2021-04-19,Weekly new hospital admissions,7847.0,Germany
2021-04-20,Weekly new hospital admissions,7926.0,Germany
2021-04-21,Weekly new hospital admissions,7997.0,Germany
2021-04-22,Weekly new hospital admissions,7982.0,Germany
2021-04-23,Weekly new hospital admissions,8065.0,Germany
2021-04-24,Weekly new hospital admissions,8092.0,Germany
2021-04-25,Weekly new hospital admissions,8091.0,Germany
2021-04-26,Weekly new hospital admissions,8021.0,Germany
2021-04-27,Weekly new hospital admissions,7865.0,Germany
2021-04-28,Weekly new hospital admissions,7607.0,Germany
2021-04-29,Weekly new hospital admissions,7423.0,Germany
2021-04-30,Weekly new hospital admissions,7159.0,Germany
2021-05-01,Weekly new hospital admissions,6943.0,Germany
2021-05-02,Weekly new hospital admissions,6844.0,Germany
2021-05-03,Weekly new hospital admissions,6774.0,Germany
2021-05-04,Weekly new hospital admissions,6628.0,Germany
2021-05-05,Weekly new hospital admissions,6427.0,Germany
2021-05-06,Weekly new hospital admissions,6247.0,Germany
2021-05-07,Weekly new hospital admissions,6056.0,Germany
2021-05-08,Weekly new hospital admissions,5869.0,Germany
2021-05-09,Weekly new hospital admissions,5638.0,Germany
2021-05-10,Weekly new hospital admissions,5530.0,Germany
2021-05-11,Weekly new hospital admissions,5346.0,Germany
2021-05-12,Weekly new hospital admissions,5175.0,Germany
2021-05-13,Weekly new hospital admissions,4961.0,Germany
2021-05-14,Weekly new hospital admissions,4544.0,Germany
2021-05-15,Weekly new hospital admissions,4178.0,Germany
2021-05-16,Weekly new hospital admissions,4104.0,Germany
2021-05-17,Weekly new hospital admissions,4067.0,Germany
2021-05-18,Weekly new hospital admissions,3917.0,Germany
2021-05-19,Weekly new hospital admissions,3636.0,Germany
2021-05-20,Weekly new hospital admissions,3365.0,Germany
2021-05-21,Weekly new hospital admissions,3295.0,Germany
2021-05-22,Weekly new hospital admissions,3230.0,Germany
2021-05-23,Weekly new hospital admissions,2991.0,Germany
2021-05-24,Weekly new hospital admissions,2795.0,Germany
2021-05-25,Weekly new hospital admissions,2466.0,Germany
2021-05-26,Weekly new hospital admissions,2187.0,Germany
2021-05-27,Weekly new hospital admissions,2051.0,Germany
2021-05-28,Weekly new hospital admissions,1930.0,Germany
2021-05-29,Weekly new hospital admissions,1804.0,Germany
2021-05-30,Weekly new hospital admissions,1745.0,Germany
2021-05-31,Weekly new hospital admissions,1721.0,Germany
2021-06-01,Weekly new hospital admissions,1757.0,Germany
2021-06-02,Weekly new hospital admissions,1700.0,Germany
2021-06-03,Weekly new hospital admissions,1503.0,Germany
2021-06-04,Weekly new hospital admissions,1366.0,Germany
2021-06-05,Weekly new hospital admissions,1231.0,Germany
2021-06-06,Weekly new hospital admissions,1171.0,Germany
2021-06-07,Weekly new hospital admissions,1142.0,Germany
2021-06-08,Weekly new hospital admissions,1084.0,Germany
2021-06-09,Weekly new hospital admissions,1016.0,Germany
2021-06-10,Weekly new hospital admissions,951.0,Germany
2021-06-11,Weekly new hospital admissions,934.0,Germany
2021-06-12,Weekly new hospital admissions,910.0,Germany
2021-06-13,Weekly new hospital admissions,842.0,Germany
2021-06-14,Weekly new hospital admissions,812.0,Germany
2021-06-15,Weekly new hospital admissions,773.0,Germany
2021-06-16,Weekly new hospital admissions,693.0,Germany
2021-06-17,Weekly new hospital admissions,644.0,Germany
2021-06-18,Weekly new hospital admissions,592.0,Germany
2021-06-19,Weekly new hospital admissions,552.0,Germany
2021-06-20,Weekly new hospital admissions,548.0,Germany
2021-06-21,Weekly new hospital admissions,526.0,Germany
2021-06-22,Weekly new hospital admissions,494.0,Germany
2021-06-23,Weekly new hospital admissions,471.0,Germany
2021-06-24,Weekly new hospital admissions,440.0,Germany
2021-06-25,Weekly new hospital admissions,416.0,Germany
2021-06-26,Weekly new hospital admissions,394.0,Germany
2021-06-27,Weekly new hospital admissions,372.0,Germany
2021-06-28,Weekly new hospital admissions,362.0,Germany
2021-06-29,Weekly new hospital admissions,344.0,Germany
2021-06-30,Weekly new hospital admissions,328.0,Germany
2021-07-01,Weekly new hospital admissions,322.0,Germany
2021-07-02,Weekly new hospital admissions,329.0,Germany
2021-07-03,Weekly new hospital admissions,326.0,Germany
2021-07-04,Weekly new hospital admissions,318.0,Germany
2021-07-05,Weekly new hospital admissions,318.0,Germany
2021-07-06,Weekly new hospital admissions,327.0,Germany
2021-07-07,Weekly new hospital admissions,333.0,Germany
2021-07-08,Weekly new hospital admissions,330.0,Germany
2021-07-09,Weekly new hospital admissions,315.0,Germany
2021-07-10,Weekly new hospital admissions,338.0,Germany
2021-07-11,Weekly new hospital admissions,363.0,Germany
2021-07-12,Weekly new hospital admissions,363.0,Germany
2021-07-13,Weekly new hospital admissions,367.0,Germany
2021-07-14,Weekly new hospital admissions,374.0,Germany
2021-07-15,Weekly new hospital admissions,390.0,Germany
2021-07-16,Weekly new hospital admissions,392.0,Germany
2021-07-17,Weekly new hospital admissions,394.0,Germany
2021-07-18,Weekly new hospital admissions,394.0,Germany
2021-07-19,Weekly new hospital admissions,413.0,Germany
